1	2	7
1	3	9
1	4	4
1	5	14
1	6	4
1	7	4
1	8	6
1	9	16
1	10	3
1	11	10
1	12	5
1	13	3
1	14	2
1	15	13
1	16	10
1	17	5
1	18	11
1	19	4
1	20	8
1	21	4
1	22	8
1	23	2
1	24	13
1	25	26
1	26	8
1	27	1
1	28	10
1	29	8
1	30	13
1	31	18
1	32	9
1	33	7
1	34	3
1	35	10
1	36	12
1	37	7
1	38	7
1	39	11
1	40	7
1	42	23
1	43	13
1	44	4
1	45	4
1	46	12
1	47	9
1	48	17
1	49	14
1	50	15
1	51	6
1	52	7
1	53	11
1	54	13
1	55	6
1	56	6
1	57	5
1	58	8
1	60	10
1	61	5
1	62	7
1	63	16
1	64	6
1	65	9
1	66	2
1	67	11
1	68	11
1	69	6
1	70	8
1	71	10
1	72	6
1	73	9
1	74	8
1	75	3
1	76	6
1	77	5
1	78	16
1	79	2
1	80	13
1	81	3
1	82	5
1	83	5
1	84	5
1	85	3
1	86	31
1	87	21
1	88	6
1	89	9
1	90	15
1	91	4
1	92	10
1	93	14
1	94	10
1	95	12
2	3	3
2	4	3
2	6	4
2	8	6
2	9	5
2	10	5
2	11	13
2	12	3
2	13	3
2	14	4
2	15	1
2	16	10
2	17	5
2	19	5
2	21	4
2	22	7
2	23	2
2	25	6
2	28	10
2	29	2
2	30	6
2	31	2
2	32	3
2	33	5
2	34	2
2	35	6
2	36	4
2	37	3
2	39	15
2	40	2
2	42	15
2	43	2
2	44	1
2	45	2
2	46	6
2	47	7
2	48	5
2	49	9
2	50	6
2	51	8
2	52	4
2	53	4
2	55	6
2	56	2
2	57	3
2	58	2
2	59	5
2	60	4
2	61	2
2	62	10
2	63	7
2	64	2
2	66	8
2	67	7
2	68	3
2	70	1
2	71	5
2	72	5
2	73	2
2	74	6
2	75	1
2	76	4
2	77	9
2	78	6
2	79	4
2	80	5
2	81	2
2	82	5
2	83	3
2	84	4
2	86	4
2	87	4
2	89	2
2	90	5
2	91	1
2	92	8
2	93	4
2	94	2
2	95	2
3	5	7
3	6	8
3	7	17
3	8	9
3	9	7
3	10	5
3	11	10
3	13	13
3	14	3
3	15	8
3	16	17
3	17	4
3	18	8
3	19	2
3	20	11
3	22	3
3	23	6
3	24	5
3	25	9
3	26	2
3	27	7
3	28	25
3	29	5
3	30	4
3	31	9
3	32	6
3	33	1
3	34	8
3	35	4
3	36	5
3	37	2
3	38	8
3	39	14
3	40	4
3	41	9
3	42	16
3	43	7
3	44	3
3	45	12
3	46	8
3	47	1
3	48	5
3	49	16
3	50	28
3	51	21
3	53	5
3	54	9
3	55	4
3	56	8
3	57	2
3	58	6
3	59	4
3	60	5
3	61	2
3	62	11
3	63	7
3	64	11
3	65	9
3	66	17
3	67	11
3	68	9
3	69	2
3	70	6
3	71	16
3	72	4
3	73	1
3	74	11
3	75	10
3	76	5
3	77	4
3	78	9
3	79	6
3	80	18
3	81	17
3	82	15
3	83	11
3	84	3
3	85	10
3	86	33
3	87	7
3	89	7
3	90	8
3	91	1
3	92	37
3	93	4
3	94	15
3	95	1
4	5	6
4	6	1
4	7	3
4	8	1
4	9	11
4	10	7
4	11	7
4	13	1
4	15	3
4	17	4
4	18	7
4	20	1
4	21	3
4	22	1
4	23	1
4	24	3
4	25	5
4	26	3
4	28	5
4	29	5
4	31	4
4	32	7
4	35	6
4	36	2
4	37	6
4	39	6
4	40	1
4	42	21
4	43	5
4	44	2
4	45	1
4	46	7
4	48	7
4	49	10
4	50	3
4	51	1
4	52	3
4	53	4
4	54	2
4	56	6
4	57	1
4	58	6
4	59	2
4	60	6
4	61	5
4	62	1
4	63	4
4	65	4
4	67	9
4	68	1
4	69	3
4	70	4
4	71	5
4	72	2
4	73	3
4	74	8
4	75	2
4	77	4
4	79	4
4	80	8
4	82	3
4	83	5
4	84	4
4	85	2
4	86	18
4	87	10
4	88	1
4	89	3
4	90	3
4	91	4
4	92	2
4	93	4
4	95	6
5	6	4
5	8	2
5	9	10
5	10	3
5	11	4
5	13	2
5	14	3
5	15	7
5	16	2
5	17	5
5	18	7
5	19	1
5	20	4
5	21	1
5	22	5
5	23	1
5	24	4
5	25	11
5	26	8
5	27	4
5	28	12
5	29	4
5	30	8
5	31	8
5	33	2
5	34	3
5	35	5
5	36	8
5	37	8
5	38	3
5	39	9
5	40	5
5	42	12
5	43	2
5	44	2
5	45	3
5	46	7
5	47	2
5	48	13
5	49	7
5	50	8
5	51	1
5	52	6
5	53	12
5	54	10
5	56	2
5	57	2
5	59	2
5	60	5
5	61	5
5	62	2
5	63	1
5	65	5
5	66	6
5	67	4
5	68	12
5	70	6
5	71	7
5	72	4
5	73	6
5	74	2
5	75	4
5	76	7
5	78	5
5	80	7
5	81	3
5	82	1
5	83	1
5	84	2
5	86	26
5	87	21
5	88	3
5	89	10
5	90	3
5	91	7
5	92	10
5	93	14
5	94	6
6	7	12
6	8	5
6	9	10
6	11	3
6	12	4
6	13	10
6	14	9
6	15	6
6	16	12
6	17	3
6	18	8
6	19	3
6	20	5
6	21	2
6	22	2
6	23	2
6	24	6
6	25	12
6	26	9
6	27	3
6	28	6
6	29	2
6	30	3
6	31	5
6	32	8
6	33	9
6	35	12
6	36	4
6	37	9
6	38	8
6	39	17
6	40	7
6	41	2
6	42	21
6	43	2
6	44	2
6	45	10
6	46	17
6	48	16
6	49	9
6	50	32
6	51	25
6	52	8
6	53	19
6	54	17
6	55	9
6	56	16
6	57	10
6	58	2
6	60	3
6	61	5
6	62	2
6	63	2
6	64	6
6	65	5
6	66	5
6	67	1
6	68	16
6	70	3
6	71	6
6	72	9
6	73	2
6	74	3
6	76	7
6	77	9
6	78	12
6	79	2
6	80	7
6	81	12
6	82	11
6	83	4
6	84	14
6	85	7
6	86	39
6	87	33
6	88	1
6	90	1
6	91	3
6	92	34
6	93	8
6	94	3
6	95	2
7	8	4
7	9	18
7	10	3
7	11	12
7	12	9
7	13	5
7	14	2
7	15	2
7	16	13
7	17	6
7	18	9
7	19	4
7	20	10
7	22	9
7	23	14
7	25	1
7	26	4
7	27	3
7	28	16
7	29	8
7	30	3
7	31	1
7	32	10
7	33	3
7	34	3
7	35	3
7	36	10
7	37	3
7	38	18
7	39	5
7	40	8
7	41	9
7	42	7
7	43	6
7	44	2
7	45	11
7	46	9
7	48	8
7	49	3
7	50	25
7	51	16
7	52	2
7	53	2
7	54	1
7	55	7
7	56	8
7	57	6
7	58	3
7	60	3
7	62	7
7	63	6
7	64	8
7	65	8
7	66	12
7	67	13
7	68	4
7	69	1
7	71	5
7	72	8
7	73	2
7	74	1
7	75	5
7	76	7
7	77	10
7	78	15
7	79	2
7	80	5
7	81	21
7	82	8
7	83	8
7	84	1
7	85	10
7	86	24
7	87	6
7	88	3
7	89	2
7	90	1
7	91	4
7	92	29
7	93	4
7	94	3
7	95	2
8	9	11
8	11	9
8	12	6
8	13	5
8	15	5
8	16	5
8	17	8
8	18	4
8	19	2
8	20	6
8	21	3
8	22	17
8	23	3
8	24	2
8	25	4
8	26	7
8	28	18
8	30	4
8	31	6
8	32	10
8	33	8
8	34	2
8	36	1
8	37	3
8	38	7
8	39	14
8	40	3
8	41	5
8	42	5
8	43	5
8	44	3
8	45	5
8	46	7
8	48	9
8	49	8
8	50	12
8	51	6
8	52	4
8	53	5
8	54	5
8	55	2
8	56	8
8	57	7
8	58	5
8	60	2
8	61	3
8	62	7
8	63	15
8	64	2
8	65	4
8	66	10
8	67	7
8	68	8
8	69	11
8	70	8
8	71	3
8	72	9
8	74	8
8	75	5
8	76	7
8	77	2
8	78	8
8	79	3
8	80	10
8	81	3
8	82	6
8	83	7
8	84	2
8	85	3
8	86	18
8	87	8
8	88	3
8	90	7
8	91	4
8	92	10
8	93	7
8	94	3
8	95	6
9	10	10
9	11	5
9	12	5
9	13	10
9	14	3
9	15	13
9	16	8
9	17	17
9	18	19
9	19	7
9	20	19
9	21	10
9	22	17
9	23	10
9	24	18
9	25	29
9	26	15
9	28	25
9	29	10
9	30	12
9	31	20
9	32	5
9	33	15
9	34	15
9	35	25
9	36	31
9	37	15
9	38	1
9	39	19
9	40	1
9	41	5
9	42	32
9	43	12
9	44	2
9	45	10
9	46	21
9	47	5
9	48	23
9	49	16
9	50	24
9	51	19
9	52	14
9	53	24
9	54	24
9	55	4
9	56	12
9	57	8
9	58	7
9	59	12
9	60	15
9	61	11
9	62	5
9	63	8
9	64	3
9	65	21
9	66	19
9	67	16
9	68	19
9	69	10
9	70	6
9	71	9
9	72	19
9	73	8
9	74	10
9	75	7
9	76	24
9	77	8
9	78	16
9	79	17
9	80	20
9	81	17
9	82	10
9	83	6
9	84	18
9	85	6
9	86	55
9	87	22
9	88	7
9	89	11
9	90	10
9	91	14
9	92	27
9	93	21
9	94	9
9	95	15
10	11	8
10	12	5
10	13	5
10	14	7
10	15	3
10	16	7
10	17	5
10	18	7
10	20	8
10	21	7
10	22	2
10	23	2
10	25	8
10	26	8
10	28	9
10	29	1
10	30	6
10	31	8
10	32	3
10	33	2
10	34	11
10	35	2
10	36	10
10	37	3
10	38	2
10	39	12
10	40	3
10	41	1
10	42	10
10	43	10
10	45	2
10	46	4
10	47	2
10	48	9
10	49	7
10	50	4
10	51	1
10	52	1
10	53	9
10	54	4
10	55	1
10	56	7
10	58	3
10	60	8
10	61	3
10	62	6
10	63	8
10	64	8
10	65	4
10	66	6
10	67	10
10	68	9
10	69	1
10	70	1
10	71	1
10	72	6
10	74	4
10	75	10
10	76	3
10	77	9
10	78	5
10	79	2
10	80	3
10	81	1
10	82	3
10	83	2
10	84	6
10	85	2
10	86	20
10	87	6
10	88	3
10	89	3
10	90	12
10	91	1
10	92	5
10	93	4
10	94	3
10	95	4
11	12	20
11	13	14
11	14	3
11	15	7
11	16	14
11	17	1
11	18	2
11	19	1
11	20	6
11	21	4
11	22	7
11	23	9
11	24	5
11	25	1
11	26	2
11	27	1
11	28	16
11	30	7
11	31	16
11	32	14
11	33	5
11	34	10
11	35	5
11	36	14
11	38	12
11	39	54
11	40	3
11	41	2
11	42	15
11	43	12
11	44	1
11	45	5
11	46	6
11	47	10
11	48	13
11	49	25
11	50	11
11	51	11
11	52	5
11	53	13
11	54	4
11	55	7
11	56	25
11	57	5
11	58	5
11	59	7
11	60	8
11	61	6
11	62	10
11	63	29
11	64	14
11	66	6
